words,links,capital_words,spam_word_count,is_spam
57,1,2,0,0
906,2,2,2,1
141,1,1,1,0
277,8,15,3,1
102,2,0,0,0
59,0,1,2,0
268,0,1,0,0
259,3,3,2,0
141,0,1,1,0
132,2,2,0,0
215,1,1,0,0
278,4,0,0,0
152,0,10,2,0
882,9,23,2,1
45,2,0,1,0
189,2,3,2,0
46,2,1,0,0
466,2,1,0,0
77,5,27,6,1
165,0,3,1,0
197,0,2,0,0
156,2,4,8,1
154,2,1,2,0
487,5,6,3,1
187,4,18,3,1
284,1,3,2,0
245,5,2,0,0
20,1,2,2,0
802,4,10,4,1
195,7,17,5,1
195,2,5,0,1
74,2,3,4,0
706,1,6,4,1
487,5,3,2,0
83,2,1,0,0
618,4,1,6,1
164,1,1,0,0
405,10,14,5,1
161,9,17,9,1
238,1,0,0,0
959,3,13,10,1
148,3,5,1,0
221,1,5,2,0
83,5,1,2,0
338,8,7,8,1
172,9,2,6,1
551,0,21,8,1
159,1,0,2,0
219,1,2,2,0
292,0,4,0,0
390,2,3,6,0
250,10,29,5,1
209,0,2,1,0
259,7,0,5,1
178,2,0,2,0
68,1,3,0,0
53,3,8,4,1
51,2,24,3,1
164,2,4,2,0
717,5,30,4,1
823,4,7,10,1
143,6,20,3,1
81,1,1,2,0
161,3,3,0,0
765,1,26,10,1
653,6,21,2,1
638,6,21,1,1
81,1,8,0,0
73,1,3,1,0
523,2,12,4,1
376,8,19,8,1
139,1,0,3,0
22,0,3,3,0
109,1,2,2,0
475,2,1,1,0
865,9,5,3,1
647,2,11,1,1
36,2,1,3,0
132,1,0,0,0
337,0,3,2,0
267,0,3,6,0
260,5,2,2,0
140,0,2,1,0
294,7,27,3,1
233,0,3,2,0
287,2,0,0,0
540,8,0,8,1
255,0,24,10,1
720,7,8,10,1
125,0,0,0,0
199,10,15,4,1
510,2,30,7,1
145,1,3,0,0
168,4,2,1,0
256,4,3,8,1
104,1,10,0,0
569,3,1,8,1
339,2,1,2,0
228,2,8,0,0
848,8,0,3,1
873,0,17,8,1
241,5,26,3,1
103,10,5,7,1
728,2,22,3,1
21,0,1,2,0
224,4,26,2,1
429,2,2,1,0
167,0,9,1,0
207,2,2,2,0
318,9,12,0,1
207,6,2,5,1
105,1,3,5,0
119,2,3,1,0
438,2,3,2,0
588,7,12,4,1
151,10,8,1,1
140,0,2,1,0
808,5,4,4,1
839,6,0,8,1
161,5,5,0,0
613,8,15,4,1
956,6,5,7,1
593,4,20,3,1
842,2,23,0,1
71,1,2,2,0
349,10,25,6,1
72,7,7,1,1
484,9,7,10,1
283,0,2,0,0
545,10,7,0,1
969,4,26,6,1
81,10,24,4,1
849,2,10,5,1
231,0,1,2,0
961,2,23,6,1
238,1,2,1,0
176,0,2,0,0
560,1,3,8,1
77,7,4,1,1
565,6,7,7,1
98,2,3,1,0
776,3,30,3,1
262,1,2,5,0
231,4,2,2,0
52,10,2,2,1
732,4,11,1,1
730,0,19,8,1
79,4,0,2,0
124,2,3,1,0
528,7,5,8,1
91,3,0,2,0
55,2,10,5,0
299,0,2,0,0
197,6,14,4,1
202,2,3,0,0
223,1,6,3,0
103,1,3,1,0
979,2,19,6,1
995,2,16,7,1
63,6,9,8,1
850,6,22,10,1
816,0,20,7,1
45,0,4,1,0
372,1,2,2,0
108,10,24,10,1
662,4,13,8,1
107,6,24,0,1
143,0,5,8,1
841,2,28,8,1
123,0,0,2,0
194,2,5,1,0
222,4,3,2,0
250,9,4,2,1
247,0,2,5,0
146,4,28,5,1
151,3,11,4,1
290,1,7,1,0
147,4,6,3,1
107,2,0,2,0
61,1,2,1,0
275,0,9,1,0
200,1,0,0,0
189,5,5,7,1
761,2,2,6,1
383,0,19,4,1
782,1,14,5,1
129,3,14,3,1
858,8,8,4,1
204,1,1,3,0
327,7,0,9,1
445,2,3,2,0
559,5,28,9,1
109,1,5,2,0
211,0,18,0,1
177,4,22,2,1
825,5,5,0,1
170,10,2,6,1
168,5,5,3,1
127,2,5,2,0
296,3,17,0,1
156,2,2,5,0
160,2,2,2,0
860,3,23,5,1
88,5,3,5,0
297,2,1,2,0
356,10,17,4,1
568,4,17,10,1
124,1,1,2,0
377,1,11,0,1
418,7,20,3,1
244,2,2,4,0
122,5,3,3,1
43,1,1,0,0
148,2,15,3,1
37,2,2,0,0
137,2,30,10,1
898,9,8,4,1
905,4,5,8,1
878,5,4,5,1
61,2,2,3,0
129,2,21,7,1
146,4,0,6,0
265,2,2,4,0
208,0,0,1,0
78,1,1,2,0
487,0,2,1,0
751,5,17,8,1
812,7,11,6,1
81,0,9,1,0
933,6,14,9,1
614,0,16,5,1
163,2,3,0,0
809,2,5,6,1
294,0,2,5,0
130,1,2,2,0
452,10,3,4,1
582,9,9,3,1
421,7,17,5,1
338,2,2,0,0
463,8,7,8,1
179,5,9,9,1
538,3,20,5,1
865,5,7,3,1
33,2,1,1,0
68,0,0,2,0
957,1,10,3,1
66,1,10,2,0
139,5,0,1,0
37,1,9,1,0
179,2,10,0,0
171,4,3,0,0
212,5,1,3,0
301,10,3,6,1
85,0,2,1,0
905,4,11,8,1
887,10,16,3,1
247,2,0,0,0
152,3,20,2,1
943,10,7,7,1
167,2,12,7,1
112,3,13,7,1
29,4,2,0,0
734,8,22,3,1
464,5,0,2,0
114,0,2,0,0
307,7,7,3,1
214,3,2,1,0
344,8,14,4,1
901,3,28,6,1
373,4,1,3,0
814,0,7,9,1
281,2,7,2,0
829,1,6,6,1
882,0,0,9,1
335,0,10,9,1
403,0,2,0,0
188,2,1,2,0
96,1,2,6,0
80,1,3,2,0
181,2,2,0,0
72,2,19,4,1
500,4,18,3,1
457,6,26,10,1
91,2,2,2,0
689,10,21,1,1
541,7,1,3,1
132,5,3,1,0
263,1,3,1,0
218,4,3,1,0
520,9,8,10,1
252,9,29,3,1
212,2,0,6,0
183,6,22,6,1
179,0,2,0,0
91,1,9,5,0
257,4,3,1,0
186,1,4,2,0
467,8,1,8,1
269,2,1,0,0
647,2,5,1,1
996,8,7,7,1
99,2,16,9,1
26,3,2,5,0
794,2,11,9,1
188,3,5,4,1
89,4,29,3,1
49,0,3,2,0
208,2,0,0,0
297,0,2,2,0
374,10,30,5,1
191,1,1,2,0
850,2,7,9,1
616,4,30,5,1
251,2,2,2,0
118,4,6,10,1
167,5,3,4,0
94,1,2,0,0
202,1,1,1,0
867,2,1,8,1
268,0,0,0,0
357,9,16,1,1
126,2,0,2,0
239,0,1,2,0
216,0,2,2,0
192,9,5,10,1
210,3,2,2,0
824,1,0,8,1
239,1,0,3,0
408,1,0,1,0
326,8,11,4,1
151,1,2,6,0
420,2,20,5,1
190,4,5,3,1
458,6,5,6,1
137,10,2,2,1
430,8,18,6,1
131,2,6,6,1
327,2,0,10,1
258,0,3,2,0
439,3,27,9,1
86,0,0,1,0
151,0,4,2,0
295,2,2,1,0
164,7,10,6,1
57,0,1,1,0
224,5,3,1,0
39,0,3,1,0
22,2,0,2,0
124,1,9,0,0
87,0,3,0,0
777,2,5,4,1
174,2,2,2,0
810,4,15,5,1
293,1,3,0,0
324,1,10,3,1
498,8,17,10,1
663,6,22,9,1
65,2,2,2,0
540,6,8,8,1
108,1,3,2,0
334,5,5,9,1
157,8,0,10,1
959,2,30,6,1
121,10,30,5,1
504,8,6,4,1
171,1,7,0,0
200,3,2,0,0
161,4,8,8,1
735,7,28,4,1
121,1,3,6,0
822,9,20,5,1
172,3,1,1,0
400,0,10,0,0
143,2,1,1,0
210,4,0,1,0
717,8,22,7,1
83,0,3,2,0
351,1,0,0,0
161,0,1,2,0
629,4,8,3,1
862,3,2,4,1
752,6,24,3,1
113,2,9,2,0
795,5,14,1,1
292,5,2,1,0
107,1,1,0,0
102,2,0,2,0
279,0,3,1,0
655,7,10,1,1
667,1,1,7,1
130,7,2,6,1
866,7,5,8,1
27,0,2,0,0
213,2,3,3,0
294,5,2,1,0
383,4,15,5,1
382,1,14,0,1
58,3,1,10,1
195,2,1,1,0
428,3,25,0,1
966,10,20,10,1
259,4,0,1,0
333,10,13,6,1
158,3,10,5,1
891,3,18,4,1
297,9,14,3,1
910,1,7,4,1
962,8,5,5,1
453,1,7,0,1
256,0,1,1,0
280,2,3,2,0
174,10,18,7,1
228,1,3,2,0
686,5,23,9,1
208,2,1,0,0
447,6,21,9,1
150,2,10,1,0
698,8,14,0,1
283,4,26,6,1
331,0,3,2,0
405,1,1,2,0
699,7,7,6,1
144,8,27,10,1
816,9,12,5,1
281,2,1,1,0
513,2,23,3,1
172,2,8,4,0
393,10,5,4,1
371,3,8,6,0
130,1,1,0,0
188,1,7,0,0
28,0,1,0,0
938,2,6,9,1
81,10,0,8,1
552,0,13,4,1
57,7,5,1,1
396,4,16,4,1
388,3,21,9,1
443,0,3,1,0
177,2,1,1,0
560,3,22,9,1
92,0,4,5,1
706,6,7,4,1
794,4,1,0,1
449,2,0,8,1
285,0,1,0,0
61,4,17,3,1
256,1,3,1,0
927,1,21,5,1
244,2,2,2,0
404,1,2,6,0
283,5,3,0,0
119,1,11,5,1
308,3,19,3,1
269,4,1,2,0
453,3,1,0,0
301,1,21,3,1
129,1,3,4,0
185,1,0,7,1
62,2,3,0,0
152,1,3,2,0
885,3,14,5,1
484,0,28,4,1
220,1,3,0,0
199,0,2,4,0
177,0,1,1,0
255,1,1,0,0
239,4,15,5,1
372,9,21,5,1
286,2,1,2,0
441,7,27,1,1
292,2,0,5,0
192,2,30,7,1
405,9,1,4,1
206,0,0,0,0
777,5,0,7,1
283,0,2,1,0
245,5,28,7,1
206,0,0,4,0
714,3,28,6,1
156,8,24,2,1
923,2,26,10,1
213,2,10,4,0
176,1,1,2,0
148,2,3,2,0
638,2,25,1,1
30,1,2,2,0
413,8,28,4,1
412,6,6,4,1
164,1,2,5,0
853,2,25,1,1
919,0,16,8,1
267,3,1,6,0
92,1,3,1,0
68,2,2,0,0
849,1,10,0,1
80,3,13,6,1
781,10,3,0,1
263,1,4,2,0
221,1,2,2,0
153,4,3,2,0
125,1,27,4,1
432,2,2,4,0
45,1,1,1,0
183,5,2,0,0
36,3,0,2,0
52,3,0,2,0
188,2,24,8,1
345,2,1,1,0
129,9,5,3,1
875,2,21,7,1
168,3,21,3,1
182,4,7,8,1
174,4,0,1,0
205,0,1,2,0
57,1,1,2,0
592,7,3,3,1
167,3,4,4,1
469,7,2,10,1
843,10,3,5,1
243,10,23,7,1
206,1,1,2,0
89,2,3,1,0
354,5,6,4,1
82,6,22,1,1
265,2,1,2,0
206,3,1,1,0
342,10,8,4,1
891,8,5,2,1
133,0,1,1,0
54,0,3,1,0
399,0,3,2,0
216,1,0,5,0
408,0,24,8,1
113,6,18,3,1
222,3,26,9,1
818,4,11,4,1
288,4,0,4,0
295,0,2,1,0
62,7,21,7,1
134,4,15,7,1
142,9,8,8,1
182,2,26,10,1
32,4,3,2,0
676,5,24,5,1
70,2,5,2,0
221,0,6,1,0
244,2,0,6,0
102,1,2,0,0
349,3,6,10,1
438,1,1,1,0
172,4,18,7,1
147,1,3,0,0
336,0,22,3,1
298,2,6,1,0
286,3,2,2,0
184,3,2,2,0
368,2,16,2,1
602,10,16,6,1
503,10,13,3,1
419,8,8,6,1
422,5,1,0,0
172,2,11,10,1
264,7,3,9,1
391,2,2,6,0
270,2,3,1,0
169,0,0,2,0
739,3,5,1,1
212,4,1,10,1
456,7,24,9,1
833,1,19,7,1
872,10,17,8,1
159,2,2,1,0
145,1,3,2,0
179,4,13,10,1
157,0,5,4,0
85,1,3,3,0
99,0,1,1,0
728,6,5,9,1
150,0,1,1,0
180,3,2,0,0
427,2,2,1,0
600,8,15,6,1
219,0,0,2,0
64,0,2,0,0
621,10,28,2,1
209,4,2,4,1
187,0,2,2,0
119,3,5,4,1
174,1,28,6,1
400,3,29,8,1
275,0,1,3,0
209,0,8,1,0
21,0,6,1,0
356,10,3,9,1
271,1,3,6,0
693,9,26,2,1
204,2,0,2,0
89,5,15,9,1
953,8,9,4,1
244,0,0,0,0
967,3,28,3,1
395,10,13,3,1
203,0,7,2,0
248,0,12,6,1
802,10,30,8,1
125,2,3,6,0
869,5,24,3,1
212,0,4,0,0
137,7,18,7,1
495,0,2,6,0
245,5,6,7,1
823,5,9,9,1
384,1,12,6,1
468,0,0,0,0
838,2,6,9,1
364,6,20,3,1
526,8,23,9,1
126,0,13,10,1
296,10,0,10,1
111,1,20,6,1
891,9,28,0,1
576,0,12,3,1
842,2,16,4,1
841,4,15,9,1
149,2,0,0,0
421,10,9,3,1
206,4,20,6,1
496,4,4,0,1
167,2,13,1,1
272,1,1,2,0
290,2,2,2,0
219,4,0,2,0
239,2,7,2,0
174,0,24,4,1
255,10,7,10,1
405,5,4,9,1
506,10,9,10,1
150,0,3,2,0
172,0,1,2,0
600,5,24,8,1
167,0,8,1,0
247,1,3,0,0
984,6,20,4,1
696,4,3,3,1
488,2,0,1,0
794,2,6,9,1
702,2,4,7,1
616,3,8,7,1
208,0,3,3,0
406,6,13,1,1
48,0,0,1,0
819,3,28,0,1
78,3,3,9,1
784,4,12,10,1
743,3,4,1,1
858,7,20,1,1
225,2,1,2,0
289,0,0,2,0
125,2,12,3,1
150,2,3,1,0
279,5,2,2,0
740,9,17,3,1
680,4,8,0,1
207,0,3,1,0
51,1,2,0,0
170,2,9,10,1
109,2,1,2,0
41,2,0,2,0
197,10,21,8,1
106,0,3,0,0
144,1,4,0,0
92,1,0,1,0
38,1,2,1,0
225,2,27,10,1
197,2,10,4,1
261,1,3,0,0
56,2,0,0,0
200,0,0,2,0
781,8,22,2,1
935,5,18,9,1
695,2,0,3,1
200,2,2,5,0
177,2,13,8,1
141,7,19,3,1
184,1,0,8,1
884,4,5,8,1
131,0,2,0,0
294,2,3,0,0
314,2,8,0,0
138,5,2,1,0
216,1,1,2,0
400,0,0,1,0
106,0,1,3,0
192,1,1,1,0
135,3,23,9,1
514,2,11,3,1
141,0,12,4,1
35,5,3,1,0
161,3,9,3,1
596,1,3,5,1
168,1,0,1,0
170,5,1,0,0
184,6,13,3,1
418,0,2,2,0
32,1,3,1,0
32,0,3,1,0
975,8,20,5,1
192,3,16,3,1
996,9,2,8,1
345,0,1,1,0
250,1,4,1,0
96,7,5,10,1
458,5,22,9,1
160,1,1,0,0
293,10,19,2,1
288,0,3,1,0
123,0,3,0,0
71,1,24,9,1
909,1,25,4,1
962,10,8,3,1
106,0,2,1,0
83,4,2,1,0
243,2,2,4,0
203,0,10,2,0
567,5,16,3,1
279,2,2,5,0
239,0,4,2,0
789,0,14,0,1
579,3,7,10,1
269,0,0,0,0
237,0,7,2,0
162,1,1,3,0
383,10,10,1,1
80,0,30,2,1
128,1,3,0,0
686,6,20,7,1
191,6,19,8,1
68,1,1,1,0
124,4,1,5,1
395,5,3,10,1
308,1,3,6,0
434,4,8,7,1
228,2,8,6,0
209,3,0,6,0
100,3,27,10,1
217,2,1,1,0
388,7,24,2,1
270,2,5,2,1
173,0,9,0,0
234,2,5,1,0
167,3,29,3,1
273,2,0,3,0
39,0,0,0,0
629,9,21,1,1
149,1,7,2,0
213,0,0,2,0
22,1,3,4,0
57,5,16,6,1
497,6,2,4,1
187,2,4,3,0
889,3,20,7,1
142,0,2,0,0
523,7,18,7,1
241,2,10,2,0
37,1,3,2,0
908,2,27,9,1
275,2,2,2,0
134,8,21,1,1
280,0,7,0,0
297,1,3,2,0
71,2,2,1,0
609,6,5,2,1
310,9,16,1,1
295,2,23,4,1
269,0,3,2,0
169,9,12,8,1
213,0,4,0,0
207,2,9,2,0
287,2,4,0,0
240,0,2,0,0
226,1,2,2,0
846,3,22,7,1
215,2,0,4,0
59,1,3,2,0
121,10,19,0,1
219,1,8,1,1
60,0,0,0,0
38,1,0,1,0
75,3,7,6,1
932,6,7,5,1
35,2,2,5,0
97,2,2,0,0
169,1,0,6,0
191,0,3,2,0
155,2,25,8,1
102,4,27,10,1
193,7,18,1,1
130,1,3,2,0
231,0,4,2,0
173,10,22,8,1
50,1,1,0,0
218,1,3,2,0
686,8,14,10,1
197,9,6,3,1
490,0,1,6,0
174,1,3,2,0
234,4,29,5,1
329,3,1,2,0
442,4,2,10,1
474,2,3,0,0
739,6,30,6,1
241,2,3,1,0
343,0,2,1,0
468,1,4,1,0
196,4,2,3,0
482,6,10,4,1
299,9,2,3,1
121,10,23,7,1
193,6,5,2,1
498,7,10,5,1
165,4,3,1,0
303,2,12,9,1
174,4,14,8,1
48,2,9,1,0
785,4,22,6,1
270,1,3,0,0
588,3,11,6,1
168,3,6,0,1
646,4,25,9,1
393,5,8,10,1
164,1,3,1,0
157,1,2,1,0
662,5,6,7,1
25,0,2,0,0
750,6,21,2,1
198,2,2,0,0
497,1,8,1,0
935,8,12,5,1
438,3,1,3,1
454,2,0,5,0
154,7,21,8,1
737,2,22,1,1
455,2,3,1,0
254,0,3,1,0
114,4,6,7,1
965,3,14,8,1
363,0,2,0,0
873,2,16,7,1
122,1,1,1,0
409,0,3,3,0
270,0,1,1,0
865,4,1,10,1
257,3,1,1,0
174,4,7,2,0
992,9,18,3,1
483,6,21,10,1
699,3,5,3,1
574,10,21,7,1
137,2,0,0,0
911,3,18,8,1
758,2,21,3,1
82,3,26,9,1
31,2,2,0,0
836,1,24,8,1
127,2,10,1,0
60,3,1,9,1
237,1,3,2,0
147,5,0,2,0
98,8,16,2,1
957,3,19,8,1
172,2,0,4,1
264,1,2,2,0
799,7,28,5,1
105,1,2,1,0
443,0,0,1,0
149,1,0,1,0
81,6,3,2,1
257,1,1,2,0
65,3,2,7,1
87,1,28,7,1
298,0,1,1,0
153,2,0,4,0
923,4,20,5,1
371,0,4,6,1
159,3,0,2,0
275,0,1,0,0
846,2,23,1,1
202,0,2,0,0
431,6,15,9,1
209,1,2,2,0
195,1,2,2,0
246,0,1,2,0
118,1,3,0,0
156,1,0,2,0
295,3,1,2,0
224,5,7,0,0
909,8,13,7,1
58,9,6,4,1
947,8,23,4,1
382,5,4,9,1
172,0,0,3,0
102,2,5,10,1
237,1,9,2,0
737,2,4,7,1
66,0,0,2,0
339,5,19,9,1
96,1,10,1,0
177,1,1,2,0
214,0,1,2,0
534,7,21,6,1
277,1,6,4,1
88,2,2,0,0
647,3,22,8,1
758,3,28,4,1
289,9,4,10,1
155,1,1,6,0
544,1,15,5,1
283,8,30,1,1
198,2,9,2,0
154,4,28,7,1
21,0,1,1,0
718,2,4,8,1
174,7,12,10,1
205,4,3,3,1
112,2,5,0,0
192,3,9,9,1
704,2,9,10,1
269,2,0,5,0
183,2,9,0,0
119,10,13,5,1
432,0,2,0,0
267,5,2,1,0
790,9,13,1,1
649,6,2,0,1
197,0,3,0,0
357,6,15,7,1
972,8,1,8,1
195,4,3,8,1
98,2,0,2,0
183,5,24,9,1
277,2,0,5,0
186,0,4,0,0
195,2,28,3,1
289,0,1,1,0
133,2,1,0,0
172,1,2,4,0
352,0,3,0,0
178,2,1,2,0
183,9,5,9,1
260,1,2,2,0
305,8,12,4,1
111,0,1,6,0
355,1,4,6,0
253,1,0,2,0
211,5,3,1,0
143,5,26,4,1
193,0,0,2,0
807,7,22,4,1
484,2,1,3,0
54,1,1,6,0
299,2,6,7,1
210,0,10,0,0
158,10,26,4,1
100,1,0,1,0
25,1,2,1,0
296,2,1,2,0
203,2,3,1,0
127,2,2,5,0
670,2,16,2,1
736,5,29,9,1
151,2,1,0,0
51,0,2,0,0
259,0,0,1,0
116,3,30,3,1
748,3,22,3,1
249,9,4,6,1
182,2,9,10,1
545,5,23,10,1
490,1,2,6,0
105,1,2,2,0
199,2,2,0,0
130,6,23,4,1
315,3,21,3,1
855,4,3,10,1
222,2,0,2,0
209,3,0,0,0
855,2,15,3,1
33,2,2,2,0
204,1,0,6,0
893,9,6,10,1
194,0,3,5,0
91,0,3,0,0
532,4,26,3,1
533,2,5,4,1
723,7,13,10,1
254,4,4,8,1
210,10,21,4,1
70,9,17,1,1
246,2,2,0,0
123,2,2,0,0
297,5,2,0,0
66,0,0,1,0
792,3,28,9,1
83,3,0,0,0
613,2,13,5,1
446,1,0,2,0
677,4,25,3,1
595,0,27,6,1
272,0,3,0,0
676,4,9,4,1
92,2,5,1,1
224,1,3,2,0
257,2,0,1,0
781,8,16,7,1
161,4,22,3,1
126,2,1,2,0
270,1,3,4,0
88,9,27,6,1
208,7,14,10,1
959,9,28,10,1
546,10,10,3,1
577,9,11,8,1
277,9,24,8,1
80,10,25,7,1
73,8,11,9,1
145,1,2,0,0
74,0,1,1,0
128,2,3,1,0
367,3,2,2,0
92,3,29,10,1
529,3,0,8,1
328,1,2,1,0
973,9,27,9,1
51,2,4,2,0
87,0,1,0,0
60,3,25,9,1
485,1,0,2,0
383,4,2,2,0
244,0,1,1,0
120,2,25,9,1
78,0,7,1,0
623,3,7,2,1
93,0,3,2,0
259,1,0,0,0
103,8,6,10,1
768,9,4,2,1
261,2,2,2,0
485,1,2,1,0
53,0,2,4,0
212,3,19,7,1
333,4,3,3,1
300,1,4,1,0
74,2,0,8,1
459,1,0,2,0
334,3,27,6,1
459,1,0,2,0
115,2,6,0,1
162,3,3,5,0
74,1,1,0,0
113,0,6,6,0
231,4,6,10,1
423,1,0,0,0
732,0,5,7,1
212,2,3,1,0
294,0,2,6,0
228,1,0,2,0
278,7,18,10,1
141,9,5,1,1
755,9,6,6,1
71,6,14,5,1
943,10,24,9,1
714,3,5,4,1
188,1,3,2,0
279,2,1,1,0
897,7,4,10,1
895,5,21,4,1
223,7,21,3,1
80,0,2,2,0
248,2,1,1,0
154,9,25,10,1
185,1,2,2,0
127,6,28,10,1
225,0,3,6,0
157,2,24,6,1
96,0,1,6,0
150,5,3,2,0
257,0,2,2,0
602,6,12,10,1
352,0,1,2,0
473,1,0,2,0
250,2,3,1,0
130,2,11,3,1
872,5,0,10,1
242,0,0,2,0
50,10,4,6,1
74,1,0,2,0
250,3,7,0,0
106,3,3,1,0
547,1,14,3,1
132,1,2,1,0
98,2,2,0,0
203,2,2,0,0
53,1,3,2,0
97,2,29,10,1
